Name,col.undertaken,Dob,Stream,Grade,state,city
Andrew,goverenment,20-10-2000,BE,10,alabama,madison`
Hetty,goverenment,20-10-2000,BE,10,alabama,madison`
Mary,goverenment,20-10-2000,BE,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,10,alabama,madison`
Charles,goverenment,20-10-2000,BSC,10,alabama,madison`
George F,goverenment,20-10-2000,MBBS,2.5,vermont,gadsden+
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BCOM,10,alabama,madison`
Thomas,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,20-10-2000,BE,10,alabama,madison`
P.F.,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
William,goverenment,20-10-2000,BE,10,alabama,madison`
James H,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,20-10-2000,BE,9.5,alaska,auburn~
George,goverenment,20-10-2000,BTECH,6.5,louisiana,hoover#
David P,goverenment,12-12-2001,BE,10,alabama,madison`
George H,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
Casper,goverenment,20-10-2000,BE,10,alabama,madison`
Abraham,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,28-04-2005,BE,10,alabama,madison`
Eliza,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,01-01-2003,BE,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,7.5,california,dothan@
John C,goverenment,20-10-2000,BE,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
Whiteman,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,MS,8.5,arizona,decatur!
William,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
P.K.,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Catharine,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
Sarah,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,10-07-2004,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BBA,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Margaret,goverenment,18-11-2002,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Francis,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Conrad,goverenment,20-10-2000,MBBS,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Charles S,goverenment,20-10-2000,ME,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Francis,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BSC,9.5,alaska,auburn~
A.N.,goverenment,28-04-2005,BE,3.5,Pennsylvania,prattville*
Elias,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BTECH,10,alabama,madison`
James,goverenment,20-10-2000,BCOM,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
John S,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Lewis,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Adam,goverenment,20-10-2000,MTECH,10,alabama,madison`
William F,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Valentine,goverenment,12-12-2001,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,01-01-2003,BE,10,alabama,madison`
George L,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Richard,goverenment,20-10-2000,BE,10,alabama,madison`
Henry J,goverenment,20-10-2000,BE,7.5,california,dothan@
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
T.W.,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Mary Ann,goverenment,20-10-2000,BE,10,alabama,madison`
Charles H,goverenment,20-10-2000,MS,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Robert D,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BBA,10,alabama,madison`
Emanuel,goverenment,20-10-2000,BE,10,alabama,madison`
Benjamin,goverenment,10-07-2004,BE,10,alabama,madison`
Girardus,goverenment,20-10-2000,BE,10,alabama,madison`
David,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Abraham,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
James,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Casper,goverenment,20-10-2000,BE,10,alabama,madison`
Ann,goverenment,20-10-2000,BE,10,alabama,madison`
David,goverenment,20-10-2000,BE,10,alabama,madison`
Charles,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Dennis,goverenment,20-10-2000,BE,10,alabama,madison`
Henry P,goverenment,20-10-2000,BE,10,alabama,madison`
Catharine,goverenment,20-10-2000,BE,10,alabama,madison`
Eliza,goverenment,20-10-2000,BE,10,alabama,madison`
Thomas,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,01-01-2003,BTECH,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Robert,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Thomas jr,goverenment,20-10-2000,BCOM,10,alabama,madison`
William,goverenment,20-10-2000,ME,10,alabama,madison`
Israel,goverenment,20-10-2000,BSC,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
Alexander,goverenment,18-11-2002,BE,9.5,alaska,auburn~
Patrick,goverenment,20-10-2000,MBBS,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BBA,10,alabama,madison`
Charles H,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Levi,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,MS,7.5,california,dothan@
Bernard,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
Jeremiah,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,12-12-2001,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Ann,goverenment,20-10-2000,BE,10,alabama,madison`
Mary B,goverenment,20-10-2000,MTECH,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,28-04-2005,BE,10,alabama,madison`
George L,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Francis,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BTECH,10,alabama,madison`
Graybill,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,8.5,arizona,decatur!
William,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,private,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Alexander,goverenment,01-01-2003,BE,10,alabama,madison`
Thomas,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Charles,goverenment,20-10-2000,BE,10,alabama,madison`
George S,goverenment,10-07-2004,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Mrs,goverenment,20-10-2000,BBA,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,MBBS,10,alabama,madison`
Samuel,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
George,goverenment,20-10-2000,MS,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Jacob,goverenment,20-10-2000,BCOM,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Adam,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Emanuel,goverenment,20-10-2000,BE,10,alabama,madison`
Jonathan,goverenment,20-10-2000,BE,10,alabama,madison`
Gad,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BTECH,7.5,california,dothan@
Benjamin,goverenment,20-10-2000,BE,10,alabama,madison`
Maxamillian,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
David A,goverenment,20-10-2000,ME,10,alabama,madison`
John,goverenment,18-11-2002,BE,10,alabama,madison`
Andrew,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
David,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Philip,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,01-01-2003,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BSC,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,10-07-2004,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Eugene,goverenment,20-10-2000,BE,10,alabama,madison`
Hugh,goverenment,12-12-2001,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
E.C.,goverenment,28-04-2005,BE,10,alabama,madison`
Lacey,goverenment,20-10-2000,MTECH,10,alabama,madison`
A.D.,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Joseph,goverenment,20-10-2000,BBA,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Peter G,goverenment,20-10-2000,BE,10,alabama,madison`
William F,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
George D,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
John W,goverenment,20-10-2000,MBBS,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
James,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
George,goverenment,20-10-2000,BE,10,alabama,madison`
Benjamin,goverenment,20-10-2000,BTECH,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,private,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Abraham,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
David,goverenment,20-10-2000,BE,10,alabama,madison`
Abraham,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Gideon,goverenment,20-10-2000,BE,10,alabama,madison`
Amos,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Garret,goverenment,20-10-2000,MS,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Ann,goverenment,20-10-2000,BE,7.5,california,dothan@
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,01-01-2003,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
Nathaniel,goverenment,20-10-2000,ME,10,alabama,madison`
Henry,goverenment,10-07-2004,BE,10,alabama,madison`
John W,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John L,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BCOM,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
David G,goverenment,20-10-2000,BE,10,alabama,madison`
Reah,goverenment,20-10-2000,BBA,2.5,vermont,gadsden+
Thomas E,goverenment,20-10-2000,BE,10,alabama,madison`
John K,goverenment,20-10-2000,BE,10,alabama,madison`
William B,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,18-11-2002,BSC,10,alabama,madison`
Jacob,goverenment,28-04-2005,BE,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BTECH,10,alabama,madison`
George,private,20-10-2000,MTECH,10,alabama,madison`
Jacob,private,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Lewis,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Melchior,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Clarkson,goverenment,20-10-2000,BE,10,alabama,madison`
Clarkson,goverenment,20-10-2000,BE,10,alabama,madison`
Lancelot,goverenment,20-10-2000,MBBS,10,alabama,madison`
Jonathan,goverenment,20-10-2000,BE,10,alabama,madison`
John B,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,12-12-2001,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
John G,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
George,goverenment,20-10-2000,BE,10,alabama,madison`
Mary,goverenment,20-10-2000,BE,8.5,arizona,decatur!
James,goverenment,20-10-2000,BE,10,alabama,madison`
Mathias,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,01-01-2003,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BBA,10,alabama,madison`
Jacob,goverenment,10-07-2004,BE,10,alabama,madison`
John W,goverenment,20-10-2000,BE,7.5,california,dothan@
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Absalom,goverenment,20-10-2000,ME,10,alabama,madison`
Patrick,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
John,goverenment,20-10-2000,BTECH,10,alabama,madison`
Jacob,goverenment,20-10-2000,MS,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Samuel E,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob L,goverenment,20-10-2000,BCOM,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Catharine,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Christopher,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Richard,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
Susanna,goverenment,20-10-2000,BE,10,alabama,madison`
Benjamin,goverenment,20-10-2000,BE,10,alabama,madison`
Anne,goverenment,20-10-2000,MTECH,8.5,arizona,decatur!
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BSC,10,alabama,madison`
Charles,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
George,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Mrs,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,28-04-2005,BTECH,10,alabama,madison`
Henry W,goverenment,20-10-2000,BE,10,alabama,madison`
Peter J,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Moses,goverenment,01-01-2003,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Mathias,goverenment,20-10-2000,BE,10,alabama,madison`
Godlieb,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,MBBS,10,alabama,madison`
Andrew,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,18-11-2002,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BBA,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,10-07-2004,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,7.5,california,dothan@
John S,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Christopher,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,ME,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Nicholas,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BTECH,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,9.5,alaska,auburn~
John,goverenment,20-10-2000,BE,10,alabama,madison`
Conrad,goverenment,20-10-2000,BE,10,alabama,madison`
Eleanor,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BCOM,10,alabama,madison`
Hugh S,goverenment,20-10-2000,MS,10,alabama,madison`
G.W.,goverenment,20-10-2000,BE,10,alabama,madison`
Robert,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
William,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Samuel,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
James,goverenment,28-04-2005,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
George,goverenment,20-10-2000,BBA,10,alabama,madison`
John F,goverenment,20-10-2000,BE,10,alabama,madison`
C.A.,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Isaac,goverenment,20-10-2000,BE,10,alabama,madison`
David,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Mary,goverenment,20-10-2000,BE,10,alabama,madison`
William C,goverenment,01-01-2003,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,MBBS,10,alabama,madison`
John,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
John,goverenment,20-10-2000,BE,10,alabama,madison`
Benjamin,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BSC,10,alabama,madison`
Bernard,goverenment,20-10-2000,BTECH,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,MTECH,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Christopher,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,10-07-2004,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
Philip,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
Mary,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,7.5,california,dothan@
Ann C,goverenment,20-10-2000,ME,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Lewis,goverenment,20-10-2000,BE,10,alabama,madison`
Charles F,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,18-11-2002,BE,10,alabama,madison`
George,goverenment,28-04-2005,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Bernard,goverenment,20-10-2000,BE,10,alabama,madison`
William A,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BBA,8.5,arizona,decatur!
William,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
George W,goverenment,12-12-2001,BCOM,10,alabama,madison`
John F,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,MBBS,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Landelin,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Christian,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Lewis,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Godlieb,goverenment,20-10-2000,BE,10,alabama,madison`
Rosina,goverenment,10-07-2004,BE,10,alabama,madison`
Jacob,private,20-10-2000,BE,10,alabama,madison`
A.L.,goverenment,20-10-2000,BTECH,10,alabama,madison`
Abraham,goverenment,20-10-2000,BE,10,alabama,madison`
Charles,goverenment,20-10-2000,MS,7.5,california,dothan@
Owen,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,01-01-2003,BE,6.5,louisiana,hoover#
Adam,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
A.H.,private,20-10-2000,BE,10,alabama,madison`
G.,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Francis,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,ME,10,alabama,madison`
Robert,goverenment,20-10-2000,BE,10,alabama,madison`
Robert,goverenment,20-10-2000,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Eugene,goverenment,28-04-2005,BE,10,alabama,madison`
Samuel,goverenment,20-10-2000,BBA,8.5,arizona,decatur!
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Conrad,goverenment,20-10-2000,BE,10,alabama,madison`
Gilbert,goverenment,20-10-2000,BE,10,alabama,madison`
Horace,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Daniel,goverenment,20-10-2000,BE,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Benjamin,private,10-07-2004,BSC,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BCOM,10,alabama,madison`
James,goverenment,20-10-2000,BE,10,alabama,madison`
& Gilbert,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
